Team,League,Country,Gender,Tier,Season,URL,Pld,Pts,Max_Pts,GD,xGD,PPG,Team+Nat,EffAge
Hull City,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/bd8769d1/Hull-City-Stats,22,23,66,-7,,1.0454545454545454,Hull City (ENG),24.69713550048278
Luton Town,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/e297cd13/Luton-Town-Stats,22,29,66,4,,1.3181818181818181,Luton Town (ENG),26.773324150596878
Middlesbrough,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/7f59c601/Middlesbrough-Stats,22,30,66,1,,1.3636363636363635,Middlesbrough (ENG),27.1565816678153
Millwall,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/e3c537a1/Millwall-Stats,22,30,66,0,,1.3636363636363635,Millwall (ENG),27.661386593204774
Nott'ham Forest,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/e4a775cb/Nottingham-Forest-Stats,22,31,66,6,,1.4090909090909092,Nott'ham Forest (ENG),25.233022207917607
P'borough Utd,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/d6e6321c/Peterborough-United-Stats,22,19,66,-22,,0.8636363636363636,P'borough Utd (ENG),25.950091827364556
Preston,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/22df8478/Preston-North-End-Stats,22,28,66,-4,,1.2727272727272727,Preston (ENG),25.376096239496764
QPR,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/a757999c/Queens-Park-Rangers-Stats,21,35,63,6,,1.6666666666666667,QPR (ENG),26.57641332112391
Reading,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/b0ac61ff/Reading-Stats,22,21,66,-7,,0.9545454545454546,Reading (ENG),26.47501040270008
Sheffield Utd,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/1df6b87e/Sheffield-United-Stats,21,29,63,0,,1.380952380952381,Sheffield Utd (ENG),27.932828988579963
Stoke City,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/17892952/Stoke-City-Stats,22,35,66,5,,1.5909090909090908,Stoke City (ENG),26.54735440014698
Swansea City,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/fb10988f/Swansea-City-Stats,22,27,66,-5,,1.2272727272727273,Swansea City (ENG),26.018411386593204
West Brom,EFL Championship,ENG,M,2,2021,https://fbref.com//en/squads/60c6b05f/West-Bromwich-Albion-Stats,22,40,66,13,,1.8181818181818181,West Brom (ENG),27.06959723820483
AFC Wimbledon,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/8b9bf22a/AFC-Wimbledon-Stats,20,25,60,-2,,1.25,AFC Wimbledon (ENG),23.259053487549878
Acc'ton Stanley,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/9172ba36/Accrington-Stanley-Stats,22,30,66,-10,,1.3636363636363635,Acc'ton Stanley (ENG),25.739462530855572
Aldershot Town,National League,ENG,M,3,2021,https://fbref.com//en/squads/a8290768/Aldershot-Town-Stats,19,20,57,-9,,1.0526315789473684,Aldershot Town (ENG),24.37076023391813
Altrincham,National League,ENG,M,3,2021,https://fbref.com//en/squads/b30f94be/Altrincham-Stats,19,25,57,4,,1.3157894736842106,Altrincham (ENG),28.504413015737985
Barnet,National League,ENG,M,3,2021,https://fbref.com//en/squads/2e91bf26/Barnet-Stats,19,25,57,-7,,1.3157894736842106,Barnet (ENG),25.29695321001088
Barrow,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/8efa4cdf/Barrow-Stats,20,22,60,-2,,1.1,Barrow (ENG),25.839657530776634
Bolton,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/445d3104/Bolton-Wanderers-Stats,22,26,66,-4,,1.1818181818181819,Bolton (ENG),26.891554085102474
Boreham Wood,National League,ENG,M,3,2021,https://fbref.com//en/squads/8550eb99/Boreham-Wood-Stats,18,38,54,15,,2.111111111111111,Boreham Wood (ENG),28.973279215288347
Bradford City,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/3148d79f/Bradford-City-Stats,21,26,63,2,,1.2380952380952381,Bradford City (ENG),26.8187168355041
Bristol Rovers,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/654f3ca6/Bristol-Rovers-Stats,21,26,63,-6,,1.2380952380952381,Bristol Rovers (ENG),27.349237103414872
Bromley,National League,ENG,M,3,2021,https://fbref.com//en/squads/6a9477ca/Bromley-Stats,19,37,57,13,,1.9473684210526316,Bromley (ENG),28.5017125120411
Burton Albion,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/b09787c5/Burton-Albion-Stats,22,28,66,-4,,1.2727272727272727,Burton Albion (ENG),25.675631885936486
Cambridge Utd,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/41da1cf3/Cambridge-United-Stats,22,26,66,-5,,1.1818181818181819,Cambridge Utd (ENG),26.00758376614423
Carlisle United,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/120cfbbd/Carlisle-United-Stats,21,19,63,-14,,0.9047619047619048,Carlisle United (ENG),25.086574654956085
Charlton Ath,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/7a8db6d4/Charlton-Athletic-Stats,22,29,66,3,,1.3181818181818181,Charlton Ath (ENG),26.57154055424909
Cheltenham,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/7c4744f7/Cheltenham-Town-Stats,21,28,63,-9,,1.3333333333333333,Cheltenham (ENG),26.86060606060606
Chesterfield,National League,ENG,M,3,2021,https://fbref.com//en/squads/ce786972/Chesterfield-Stats,18,39,54,21,,2.1666666666666665,Chesterfield (ENG),27.625442092853532
Colchester Utd,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/b17b8146/Colchester-United-Stats,20,22,60,-9,,1.1,Colchester Utd (ENG),28.140554875560994
Crawley Town,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/0cd8eef2/Crawley-Town-Stats,20,25,60,-7,,1.25,Crawley Town (ENG),28.00346108820685
Crewe Alexandra,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/f13a527f/Crewe-Alexandra-Stats,22,15,66,-19,,0.6818181818181818,Crewe Alexandra (ENG),24.550675518826313
Dag & Red,National League,ENG,M,3,2021,https://fbref.com//en/squads/4db00b00/Dagenham-and-Redbridge-Stats,19,29,57,11,,1.5263157894736843,Dag & Red (ENG),27.69041782136005
Doncaster,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/03d10d77/Doncaster-Rovers-Stats,21,16,63,-23,,0.7619047619047619,Doncaster (ENG),24.45747758171825
Dover Athletic,National League,ENG,M,3,2021,https://fbref.com//en/squads/bf41d73a/Dover-Athletic-Stats,19,-8,57,-28,,-0.42105263157894735,Dover Athletic (ENG),25.192865522021968
Eastleigh,National League,ENG,M,3,2021,https://fbref.com//en/squads/962bc612/Eastleigh-Stats,17,24,51,-3,,1.411764705882353,Eastleigh (ENG),26.15567439096851
Exeter City,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/05791fbc/Exeter-City-Stats,21,33,63,8,,1.5714285714285714,Exeter City (ENG),25.614022389500096
FC Halifax Town,National League,ENG,M,3,2021,https://fbref.com//en/squads/38154f92/FC-Halifax-Town-Stats,18,36,54,13,,2.0,FC Halifax Town (ENG),25.5396593400416
FG Rovers,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/f1eb9593/Forest-Green-Rovers-Stats,20,44,60,23,,2.2,FG Rovers (ENG),24.77245599838155
Fleetwood Town,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/d6a369a2/Fleetwood-Town-Stats,21,21,63,-4,,1.0,Fleetwood Town (ENG),24.90169393369046
Gillingham,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/5f01284a/Gillingham-Stats,22,17,66,-16,,0.7727272727272727,Gillingham (ENG),26.81829262575594
Grimsby Town,National League,ENG,M,3,2021,https://fbref.com//en/squads/a18a87d7/Grimsby-Town-Stats,19,32,57,10,,1.6842105263157894,Grimsby Town (ENG),25.772188401153475
Harrogate,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/802d1b47/Harrogate-Stats,21,30,63,5,,1.4285714285714286,Harrogate (ENG),27.830553413035094
Hartlepool Utd,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/2af58c3d/Hartlepool-United-Stats,21,27,63,-9,,1.2857142857142858,Hartlepool Utd (ENG),26.47397286635235
Ipswich Town,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/b74092de/Ipswich-Town-Stats,22,28,66,4,,1.2727272727272727,Ipswich Town (ENG),26.089669421487603
King's Lynn,National League,ENG,M,3,2021,https://fbref.com//en/squads/0ce564ff/Kings-Lynn-Stats,18,11,54,-21,,0.6111111111111112,King's Lynn (ENG),24.527272727272727
Leyton Orient,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/590e9120/Leyton-Orient-Stats,21,31,63,17,,1.4761904761904763,Leyton Orient (ENG),25.596988075657894
Lincoln City,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/d76b7bed/Lincoln-City-Stats,21,22,63,-6,,1.0476190476190477,Lincoln City (ENG),23.7849052966408
MK Dons,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/fcf5b1e1/Milton-Keynes-Dons-Stats,21,35,63,12,,1.6666666666666667,MK Dons (ENG),23.985376882004907
Maidenhead Utd,National League,ENG,M,3,2021,https://fbref.com//en/squads/7cf2360b/Maidenhead-United-Stats,18,15,54,-19,,0.8333333333333334,Maidenhead Utd (ENG),26.352273424556667
Mansfield Town,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/13cb8449/Mansfield-Town-Stats,21,29,63,-2,,1.380952380952381,Mansfield Town (ENG),26.953922609283026
Morecambe,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/6ca73159/Morecambe-Stats,21,19,63,-15,,0.9047619047619048,Morecambe (ENG),25.95505617977528
Newport County,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/6c15d7e1/Newport-County-Stats,21,34,63,9,,1.619047619047619,Newport County (ENG),27.392600799653163
Northampton,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/986a26c1/Northampton-Town-Stats,21,40,63,12,,1.9047619047619047,Northampton (ENG),25.716162247991146
Notts County,National League,ENG,M,3,2021,https://fbref.com//en/squads/3b27de1f/Notts-County-Stats,19,35,57,11,,1.8421052631578947,Notts County (ENG),26.208127130759927
Oldham Athletic,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/4a04a02b/Oldham-Athletic-Stats,21,16,63,-15,,0.7619047619047619,Oldham Athletic (ENG),26.407396056798447
Oxford United,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/604617a2/Oxford-United-Stats,21,39,63,13,,1.8571428571428572,Oxford United (ENG),25.850209245273945
Plymouth Argyle,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/32a1480e/Plymouth-Argyle-Stats,22,37,66,10,,1.6818181818181819,Plymouth Argyle (ENG),25.703489439853076
Port Vale,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/62657aa0/Port-Vale-Stats,21,35,63,12,,1.6666666666666667,Port Vale (ENG),26.532828039007434
Portsmouth,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/76ffc013/Portsmouth-Stats,22,36,66,6,,1.6363636363636365,Portsmouth (ENG),26.43732782369146
Rochdale,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/51e48db2/Rochdale-Stats,21,24,63,-3,,1.1428571428571428,Rochdale (ENG),24.31986531986532
Rotherham Utd,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/375d66f1/Rotherham-United-Stats,21,44,63,27,,2.0952380952380953,Rotherham Utd (ENG),26.479639535444075
Salford City,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/4cefb8c7/Salford-City-Stats,20,24,60,2,,1.2,Salford City (ENG),27.59577839108658
Scunthorpe Utd,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/3149e189/Scunthorpe-United-Stats,21,16,63,-20,,0.7619047619047619,Scunthorpe Utd (ENG),24.256951621634922
Sheffield Weds,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/bba7d733/Sheffield-Wednesday-Stats,22,37,66,9,,1.6818181818181819,Sheffield Weds (ENG),27.464978398749885
Shrewsbury,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/b435dbf5/Shrewsbury-Town-Stats,21,19,63,-9,,0.9047619047619048,Shrewsbury (ENG),27.122079806529626
Solihull Moors,National League,ENG,M,3,2021,https://fbref.com//en/squads/9e85547f/Solihull-Moors-Stats,19,35,57,8,,1.8421052631578947,Solihull Moors (ENG),26.237978200470184
Southend United,National League,ENG,M,3,2021,https://fbref.com//en/squads/2b9f86b0/Southend-United-Stats,18,15,54,-15,,0.8333333333333334,Southend United (ENG),27.419610546269173
Stevenage,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/aca0450a/Stevenage-Stats,20,19,60,-17,,0.95,Stevenage (ENG),27.29768712991548
Stockport,National League,ENG,M,3,2021,https://fbref.com//en/squads/c6ce4b54/Stockport-Stats,18,30,54,7,,1.6666666666666667,Stockport (ENG),27.307382152386598
Sunderland,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/8ef52968/Sunderland-Stats,21,42,63,13,,2.0,Sunderland (ENG),24.877333461965172
Sutton United,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/7ef53dcf/Sutton-United-Stats,21,33,63,5,,1.5714285714285714,Sutton United (ENG),27.42785324116595
Swindon Town,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/1b295b25/Swindon-Town-Stats,20,33,60,5,,1.65,Swindon Town (ENG),24.230326295585414
Torquay,National League,ENG,M,3,2021,https://fbref.com//en/squads/02d8c2aa/Torquay-Stats,19,24,57,-4,,1.263157894736842,Torquay (ENG),26.066506024096384
Tranmere Rovers,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/22327064/Tranmere-Rovers-Stats,20,32,60,3,,1.6,Tranmere Rovers (ENG),29.228119935170177
Walsall,EFL League Two,ENG,M,3,2021,https://fbref.com//en/squads/d96bbc04/Walsall-Stats,21,28,63,1,,1.3333333333333333,Walsall (ENG),25.644613752531583
Wealdstone,National League,ENG,M,3,2021,https://fbref.com//en/squads/6598bf6b/Wealdstone-Stats,19,21,57,-10,,1.105263157894737,Wealdstone (ENG),24.586055947042492
Weymouth,National League,ENG,M,3,2021,https://fbref.com//en/squads/6dc6688d/Weymouth-Stats,19,15,57,-17,,0.7894736842105263,Weymouth (ENG),25.357433590402742
Wigan Athletic,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/e59ddc76/Wigan-Athletic-Stats,20,42,60,19,,2.1,Wigan Athletic (ENG),27.436363636363637
Woking,National League,ENG,M,3,2021,https://fbref.com//en/squads/c30e88bc/Woking-Stats,19,24,57,0,,1.263157894736842,Woking (ENG),27.7001012091834
Wrexham,National League,ENG,M,3,2021,https://fbref.com//en/squads/dad7970b/Wrexham-Stats,20,36,60,15,,1.8,Wrexham (ENG),26.491483195200082
Wycombe,EFL League One,ENG,M,3,2021,https://fbref.com//en/squads/43c2583e/Wycombe-Wanderers-Stats,22,42,66,10,,1.9090909090909092,Wycombe (ENG),29.648858489694057
Yeovil Town,National League,ENG,M,3,2021,https://fbref.com//en/squads/bd5179b9/Yeovil-Town-Stats,18,31,54,5,,1.7222222222222223,Yeovil Town (ENG),24.37179645908134
Alavés,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/8d6fd021/Alaves-Stats,16,15,48,-9,-3.4,0.9375,Alavés (ESP),27.526874920956114
Athletic Club,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/2b390eca/Athletic-Club-Stats,17,21,51,1,9.3,1.2352941176470589,Athletic Club (ESP),26.796873142313636
Atlético Madrid,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/db3b9613/Atletico-Madrid-Stats,16,29,48,9,9.4,1.8125,Atlético Madrid (ESP),28.000758245924427
Barcelona,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/206d90db/Barcelona-Stats,16,24,48,6,10.2,1.5,Barcelona (ESP),25.849111490545752
Betis,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/fc536746/Real-Betis-Stats,17,33,51,12,4.3,1.9411764705882353,Betis (ESP),28.41900041798531
Celta Vigo,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/f25da7fb/Celta-Vigo-Stats,17,17,51,-4,-3.8,1.0,Celta Vigo (ESP),28.485709192465386
Cádiz,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/ee7c297c/Cadiz-Stats,16,12,48,-16,-9.2,0.75,Cádiz (ESP),28.005179383527032
Elche,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/6c8b07df/Elche-Stats,17,15,51,-8,-9.2,0.8823529411764706,Elche (ESP),29.500595167241993
Espanyol,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/a8661628/Espanyol-Stats,17,23,51,1,-3.5,1.3529411764705883,Espanyol (ESP),27.88079391490373
Getafe,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/7848bd64/Getafe-Stats,17,12,51,-9,-7.4,0.7058823529411765,Getafe (ESP),26.650447227191414
Granada,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/a0435291/Granada-Stats,15,15,45,-7,-10.8,1.0,Granada (ESP),28.3601780655605
Levante,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/9800b6a1/Levante-Stats,17,8,51,-16,-2.2,0.47058823529411764,Levante (ESP),27.93498691410897
Mallorca,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/2aa12281/Mallorca-Stats,17,20,51,-7,-6.8,1.1764705882352942,Mallorca (ESP),27.70903567812258
Osasuna,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/03c57e2b/Osasuna-Stats,17,22,51,-4,-1.0,1.2941176470588236,Osasuna (ESP),27.5662879914352
Rayo Vallecano,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/98e8af82/Rayo-Vallecano-Stats,17,27,51,6,-1.2,1.588235294117647,Rayo Vallecano (ESP),27.28475082065055
Real Madrid,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/53a2f082/Real-Madrid-Stats,17,42,51,24,8.4,2.4705882352941178,Real Madrid (ESP),27.506951871657755
Real Sociedad,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/e31d1cd9/Real-Sociedad-Stats,17,29,51,2,6.0,1.7058823529411764,Real Sociedad (ESP),25.156538851452083
Sevilla,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/ad2be733/Sevilla-Stats,16,34,48,15,3.8,2.125,Sevilla (ESP),28.466514892809712
Valencia,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/dcc91a7b/Valencia-Stats,17,25,51,3,3.4,1.4705882352941178,Valencia (ESP),25.76041355405486
Villarreal,La Liga,ESP,M,1,2021,https://fbref.com//en/squads/2a8183b3/Villarreal-Stats,16,19,48,1,3.8,1.1875,Villarreal (ESP),27.82610068852252
Alcorcón,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/045c971f/Alcorcon-Stats,20,10,60,-23,,0.5,Alcorcón (ESP),29.584557515376403
Almería,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/78ecf4bb/Almeria-Stats,20,45,60,24,,2.25,Almería (ESP),24.897622192866578
Burgos,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/d9fac124/Burgos-Stats,20,28,60,2,,1.4,Burgos (ESP),28.05058405281869
CD Mirandés,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/3640715c/CD-Mirandes-Stats,19,20,57,-5,,1.0526315789473684,CD Mirandés (ESP),23.5756479165558
Cartagena,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/bbd9ac49/Cartagena-Stats,20,27,60,-4,,1.35,Cartagena (ESP),29.650470695414516
Eibar,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/bea5c710/Eibar-Stats,20,36,60,6,,1.8,Eibar (ESP),28.61462130417173
Fuenlabrada,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/44b79033/Fuenlabrada-Stats,20,19,60,-7,,0.95,Fuenlabrada (ESP),27.70712603665404
Girona,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/9024a00a/Girona-Stats,20,28,60,2,,1.4,Girona (ESP),26.304602933737986
Huesca,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/c6c493e6/Huesca-Stats,20,26,60,2,,1.3,Huesca (ESP),28.168354430379747
Las Palmas,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/0049d422/Las-Palmas-Stats,20,31,60,3,,1.55,Las Palmas (ESP),26.29728225112607
Leganés,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/7c6f2c78/Leganes-Stats,20,22,60,-2,,1.1,Leganés (ESP),26.998737246186483
Lugo,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/eb7e5ea0/Lugo-Stats,20,23,60,0,,1.15,Lugo (ESP),27.32834159668117
Málaga,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/1c896955/Malaga-Stats,20,27,60,-6,,1.35,Málaga (ESP),24.98618447785453
Oviedo,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/ab358912/Oviedo-Stats,20,28,60,4,,1.4,Oviedo (ESP),26.07409839377715
Ponferradina,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/ffbaa3d2/Ponferradina-Stats,20,36,60,10,,1.8,Ponferradina (ESP),27.280663487876637
Real Sociedad B,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/576452c6/Real-Sociedad-B-Stats,19,17,57,-7,,0.8947368421052632,Real Sociedad B (ESP),21.341047568145378
SD Amorebieta,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/5f70a1fa/SD-Amorebieta-Stats,20,18,60,-7,,0.9,SD Amorebieta (ESP),27.86439991904473
Sporting Gijón,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/bb9efd50/Sporting-Gijon-Stats,20,24,60,-5,,1.2,Sporting Gijón (ESP),25.5083135391924
Tenerife,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/27cc9c62/Tenerife-Stats,20,35,60,10,,1.75,Tenerife (ESP),27.665648854961834
UD Ibiza,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/c187b7ab/UD-Ibiza-Stats,20,25,60,-2,,1.25,UD Ibiza (ESP),28.654524326782195
Valladolid,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/17859612/Valladolid-Stats,20,34,60,7,,1.7,Valladolid (ESP),28.111303022606045
Zaragoza,Segunda División,ESP,M,2,2021,https://fbref.com//en/squads/800303a0/Zaragoza-Stats,20,26,60,-2,,1.3,Zaragoza (ESP),27.207505183836545
AC Oulu,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/9fc6bb9a/AC-Oulu-Stats,22,18,66,-18,,0.8181818181818182,AC Oulu (FIN),24.18257034695391
FC Honka,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/c3071553/2021/FC-Honka-Stats,22,26,66,-1,,1.1818181818181819,FC Honka (FIN),25.25155582214891
HIFK,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/2d783ae1/Helsinki-IFK-Stats,22,33,66,0,,1.5,HIFK (FIN),25.454422738010425
HJK,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/d7319d80/2021/HJK-Helsinki-Stats,22,49,66,20,,2.227272727272727,HJK (FIN),25.773737373737372
Haka,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/87f2fc2b/Haka-Stats,22,24,66,-5,,1.0909090909090908,Haka (FIN),24.78681384696253
IFK Mariehamn,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/c4e86b86/IFK-Mariehamn-Stats,22,23,66,-12,,1.0454545454545454,IFK Mariehamn (FIN),26.12644367781611
Ilves,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/acffac85/Ilves-Stats,22,33,66,-2,,1.5,Ilves (FIN),21.853713939577496
Inter Turku,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/e9fa2e8b/2021/Inter-Turku-Stats,22,39,66,14,,1.7727272727272727,Inter Turku (FIN),26.68932584269663
KTP,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/922ef390/KTP-Stats,22,8,66,-27,,0.36363636363636365,KTP (FIN),25.55540166204986
KuPS,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/e6f63673/2021/KuPS-Stats,22,49,66,24,,2.227272727272727,KuPS (FIN),23.975607931163488
Lahti,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/5b8cfb05/Lahti-Stats,22,32,66,2,,1.4545454545454546,Lahti (FIN),27.570908545051974
SJK,Veikkausliiga,FIN,M,1,2021,https://fbref.com//en/squads/c889f292/SJK-Stats,22,37,66,5,,1.6818181818181819,SJK (FIN),26.252038907594464
Angers,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/69236f98/Angers-Stats,18,25,54,2,-1.0,1.3888888888888888,Angers (FRA),27.548597081930414
Bordeaux,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/123f3efe/Bordeaux-Stats,18,17,54,-12,-13.0,0.9444444444444444,Bordeaux (FRA),26.073421274207128
Brest,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/fb08dbb3/Brest-Stats,18,24,54,-2,-2.3,1.3333333333333333,Brest (FRA),24.821604938271605
Clermont Foot,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/d9676424/Clermont-Foot-Stats,18,17,54,-12,-2.0,0.9444444444444444,Clermont Foot (FRA),27.274985883681534
Lens,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/fd4e0f7d/Lens-Stats,18,27,54,6,8.6,1.5,Lens (FRA),26.605402661854274
Lille,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/cb188c0c/Lille-Stats,18,25,54,-1,9.1,1.3888888888888888,Lille (FRA),26.110219428699704
Lorient,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/d2c87802/Lorient-Stats,18,15,54,-16,-8.2,0.8333333333333334,Lorient (FRA),26.13446894917931
Lyon,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/d53c0b06/Lyon-Stats,17,24,51,0,-1.0,1.411764705882353,Lyon (FRA),26.08801677651288
Marseille,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/5725cc7b/Marseille-Stats,17,32,51,11,3.6,1.8823529411764706,Marseille (FRA),24.782787129007314
Metz,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/f83960ae/Metz-Stats,18,15,54,-16,-11.6,0.8333333333333334,Metz (FRA),25.824100191808643
Monaco,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/fd6114db/Monaco-Stats,18,26,54,5,5.0,1.4444444444444444,Monaco (FRA),24.282327828333894
Montpellier,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/281b0e73/Montpellier-Stats,18,28,54,6,-3.6,1.5555555555555556,Montpellier (FRA),25.549422046800114
Nantes,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/d7a486cd/Nantes-Stats,18,25,54,1,-2.0,1.3888888888888888,Nantes (FRA),26.21745027124774
Nice,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/132ebc33/Nice-Stats,18,31,54,11,10.9,1.7222222222222223,Nice (FRA),24.967003367003368
Paris S-G,Ligue 1,FRA,M,1,2021,https://fbref.com//en/squads/e2d8892c/Paris-Saint-Germain-Stats,18,45,54,22,15.2,2.5,Paris S-G (FRA),27.563626126126128
